	date	category	content	sentiment_score
168	2022-04-29	Stock Market	ford q1 results mixed outlook strong . ford posted mixed set q1 2022 results company continued witness strong demand although production weighed continued supply chain issues rising inflation.	-0.01615479588508606
169	2022-04-29	Cryptocurrencies	historic milestone bitcoin poised billion buying frenzy ethereum bnb xrp solana cardano dogecoin prices plateau . bitcoin reached historic milestone open billion floodgates summer . meanwhile price ethereum bnb xrp solana cardano dogecoin flattened.	-0.342179278532664
170	2022-04-29	Stock Market	expect pfizer q1 . believe q1 results may consensus find pfe stock undervalued current levels discussed.	0.4529351834207773
171	2022-04-29	Finance	financial education essential aging spouse manage money . many traditional marriages man handles money . patriarch cognitive decline finances endangered . learn steps take prevent financial loss.	-0.2123799731489271
172	2022-04-29	Finance	bernie sanders running president could mean student loans . student loans get canceled	-0.918915182352066
173	2022-04-29	Stock Market	yelp still relevant post 13 percent fall . yelp stock declined around since beginning 2022 similarly compared 13 percent fall p index.	-0.9858317673206329
174	2022-04-29	Finance	first quarter gdp stronger reported 1.4 percent decline peel onion . first quarter saw reported decline economy dive numbers shows underlying strength growth.	-0.03877905011177063
175	2022-04-29	Stock Market	american international group stock pass street expectations q1 . premiums grew 189 percent .7 billion life retirement division driven higher pension risk transfer sales quarter.	0.515734501183033
176	2022-04-29	Stock Market	elon musk sells tesla stock bringing total sales billion week . musk offloaded another 5.2 million tesla shares thursday.	0.34068797901272774
177	2022-04-29	Finance	inflation peaked fed favorite indicator says maybe despite another startling reading . one closely watched inflation indicator fell first time since october 2020.	-0.15861296653747559
178	2022-04-29	Finance	hong kong fintech unicorn looks raise million yet another funding round bloomberg . seven year old startup already raised total million since march last year investors across three funding rounds.	0.5667316019535065
179	2022-04-29	Finance	simple guide investing modern entrepreneur . finding success entrepreneur exciting profits tips help develop 21st century investing strategy.	0.03872296214103699
180	2022-04-29	Stock Market	bearish sentiment jetblue airways stock reverse anytime soon . jetblue domestic business expected assist earnings cash generation long term trefis machine learning engine estimates 54 percent chance rise coming weeks comparing recent downtrend historical stock price movements.	0.38628295809030533
181	2022-04-30	Finance	time usury limits credit card interest rates . going worry inflation rates effect economy better consider main drivers country fiscal outlook.	0.0024561723694205284
182	2022-04-30	Finance	blame fed part ii inflation . biggest surprise month 1.4 percent real gdp print preliminary market consensus 1.0 percent greeted yawn thursday april 28 components pushing gdp consumer spending issues.	-0.48734399676322937
183	2022-04-30	Finance	medical debt major source consumer complaints new watchdog report shows . according new report consumer financial protection bureau medical debt key source consumer complaints debt collection credit reporting.	-0.38949530432000756
184	2022-04-30	Finance	hedge funds protected wealth q1 lagged market march . hedge fund performance numbers march first quarter finally . data intelligence shows hedge funds generally protected wealth	-0.28049878776073456
185	2022-04-30	Stock Market	storm clouds looming stock market . many reasons bearish stock market least short term war inflation monetary tightening fiscal spending declining 2022.	-0.6518332958221436
186	2022-04-30	Finance	zero expense ratio etfs lower costs help boost returns . mutual funds exchange traded funds etf main cost investor expense ratio . paying smaller expense ratio help increase investor returns . six etfs currently charge expense ratio.	0.4065328335855156
187	2022-04-30	Finance	highlights berkshire hathaway annual meeting . berkshire hathaway annual woodstock capitalists held april 30th . two years virtual annual meetings energy high return person meetings attendance recent years.	-0.0030391604329148927
188	2022-04-30	Stock Market	warren buffett cautions stock market casino charlie munger slams robinhood . buffett right hand man harsh words wall street berkshire hathaway annual shareholder meeting.	-0.6093813478946686
189	2022-04-30	Finance	8 things learned 2022 berkshire hathaway meeting . today warren buffett charlie munger held court 2022 berkshire hathaway shareholder meeting . learned.	0.014598661102354527
190	2022-04-30	Finance	best time twitter creator . twitter incredible position attract new set creators help monetize better content better way enabling crypto payments	0.2808749955147505
191	2022-04-30	Finance	top tips effective charitable giving . give charity primarily feels good . strategic intentional charitable giving increase effectiveness giving increase donor satisfaction.	0.2310945950448513
192	2022-04-30	Finance	one chart calls market tops bottoms . chart perfect could one chart analyze stock markets would one.	-0.05703572742640972
193	2022-04-30	Finance	biden confirms cancel 000 student loans 5 key takeaways . official biden says cancel 000 student loans.	-0.33975036442279816
194	2022-04-30	Finance	working home worker bargaining power . teleworking signal power shift workers employers due tight labor markets	-0.4711821414530277
195	2022-04-30	Cryptocurrencies	surging new cryptocurrency could rocket higher nft hype price prediction reveals bitcoin ethereum crash . survey cryptocurrency experts returned bullish price prediction apecoin apecoin price rocketing 50 percent last week coin developer gears fresh nft sale ...	0.4684651494026184
196	2022-04-30	Finance	new ledgers new business models new opportunities micropayments . examples dropp helium seem indicate real innovation micropayment business models around shared ledgers tokens way beyond bitcoin blockchain cryptocurrency speculation nft madness.	0.12439711764454842
197	2022-04-30	Stock Market	stock market investors ready panic next week . emotions drive stock market expect fear panic selling close order	-0.3826068267226219
198	2022-04-30	Cryptocurrencies	key bitcoin levels watch . looking bitcoin reach 000 000 year predicting might want look tom aspray technical analysis yearly bitcoin trend.	0.05581962876021862
199	2022-04-30	Finance	7 ways save extra cash without sacrificing lifestyle . budget feeling strain inflation budgets realistic ways change save spend money without making huge sacrifices lifestyle.	0.07599985972046852
200	2022-05-01	Finance	neighbors crisis uzbekistan shifts focus investment . kazakhstan trouble china biggest cities lockdown russia bogged war uzbekistan looks better days.	0.0033785011619329453
201	2022-05-01	Finance	china decline . ancient rome often used reference point today empires many declinists draw comparison usa . yet fall rome may relevance china xi jining.	-0.2798305017252763
202	2022-05-01	Cryptocurrencies	elon musk mocks legendary investor warren buffett attack bitcoin price slides signals dogecoin support . tesla billionaire elon musk mocked legendary investor warren buffett berkshire hathaway chief executive attacked bitcoin ...	-0.33856144547462463
203	2022-05-01	Cryptocurrencies	bitcoin crypto braced trillion fed earthquake price ethereum bnb solana cardano xrp terra luna avalanche crater . bitcoin cryptocurrency prices fallen along stock markets year investors brace hawkish federal reserve ...	-0.4837253484874964
204	2022-05-01	Cryptocurrencies	crypto real estate bitcoin mortgages beginning . bitcoin crypto transforming real estate market	0.011259298771619797
205	2022-05-01	Finance	navigate selloff 8 percent dividends . selloff gone seemingly forever hearing investors feeling nervous.	-0.22298835683614016
206	2022-05-01	Finance	china ev maker xpeng says covid affecting supply chain deliveries drop april march . xpeng u.s. traded shares lost half value since january	-0.6201046109199524
207	2022-05-01	Stock Market	stocks week sell short american electric power . market likely move lower . short sale.	-0.3227578978985548
208	2022-05-01	Finance	profit falls world largest ev battery maker catl even sales soar 136 percent first quarter . rising costs hurting earnings	-0.40287089347839355
209	2022-05-01	Finance	make america make . responses inflation thus far repeating errors hollowing us past fifty years . reverse inflation restore national health remain secure perilous world must produce . happily propitious time since 40s.	-0.22096177469938993
210	2022-05-01	Finance	simon brookfield pursue kohl join rival j.c. penney . kohl friday mailed letter shareholders written incoming kohl board chair peter boneparth urging shareholders vote 13 kohl current director nominees ahead kohl may 11 shareholders meeting.	0.009940680116415024
211	2022-05-01	Stock Market	china stock exchanges close may 2 4 labor day holidays . hong kong stock exchange closed may 2 holiday.	-0.1822582669556141
212	2022-05-02	Stock Market	85 percent peak 4 reasons bet carvana stock drop . carvana profits per car derived investors appetite used car loans . interest rates repayment risk rising profits could fade fast.	-0.5795943575600783
213	2022-05-02	Finance	could sec climate rule help carbon taxation . nana ama sarfo looks sec proposed climate disclosure rule questions whether provision mandating public companies disclose internal carbon pricing could help carbon taxation efforts united states globally.	0.04703299142420292
214	2022-05-02	Cryptocurrencies	technical traders apply expertise crypto markets . see technical analysis one discipline several used understand markets goal primarily understand price trends may inflection points well potential areas buying selling pressure . limitations.	0.005964703547457854
215	2022-05-02	Cryptocurrencies	digital banking rebel pioneers leveraging crypto home loans . mortgage rates united states rising quickly yet miami startup racing securitize home loans cryptocurrency.	0.1881356001831591
216	2022-05-02	Stock Market	expect restaurant brands stock post q1 . restaurant brands international inc. stock nyse qsr one largest fast food restaurant chains world combination burger king tim hortons popeyes since late 2021 also firehouse subs.	0.13638071483001113
217	2022-05-02	Finance	broad student debt cancellation would backfire . broad debt cancellation would expensive regressive giveaway affluent households worsens inflation detracts meaningful efforts address college affordability crisis.	-0.9675476551055908
218	2022-05-02	Finance	remarkable example healthy aging widowhood . maureen 89 healthy alert deeply engaged family social connections . secrets healthy aging habits.	0.13785738746325174
219	2022-05-02	Stock Market	stocks could plunge another 15 percent fed spurred selloff economy fall recession . one analyst worries inflation force fed hike rates hurts pushing economy recession.	-0.9745780825614929
220	2022-05-02	Finance	instead market fear let try historical perspective . smart investing means looking years advance weeks.	0.015183011069893837
221	2022-05-02	Finance	3 great 7 percent yields paid monthly . one market secure steady sources generous yield going rare turbulent moment.	0.02957344986498356
222	2022-05-02	Finance	armour reports open 5 6 options contracts expire day . according nextearningsdate.com armour uaa uaa next earnings date projected 5 6 market open earnings estimates .05 share .32 billion revenue.	0.04945144057273865
223	2022-05-02	Finance	musk criticizes twitter executive compensation . compares rivals meta snap alphabet .. musk publicly criticized much twitter pays board directors executives.	-0.9302083849906921
224	2022-05-02	Finance	helix enables banking service fintechs . helix customers include acorns betterment credit karma empower gusto m1.	0.05042046122252941
225	2022-05-02	Stock Market	markets inch higher experts warn continued volatility brutal stock selloff . investors brace uncertainty month analysts warn.	-0.693843424320221
226	2022-05-02	Finance	founding u.s. case study decentralization . today nearly 250 years later might think ideological rift terms centralization strong central authority versus decentralization distributed system . decentralization winning.	0.1357534738878409
227	2022-05-02	Finance	extended student loan pause means . time interest payments financial opportunity borrower . thoughts put best position relief period ends	-0.2539292690344155
228	2022-05-02	Finance	free money 401 k loans usually bad idea . looking buy house needing quick cash uncommon people look retirement accounts easy money . usually advise feel cause damage financial security good like explain.	-0.2995780535663168
229	2022-05-02	Finance	top 10 highest earning college majors . college costs much especially get debt.	-0.31290098652243614
230	2022-05-02	Finance	johnny depp amber heard tax issues . depp suit amber heard defamation means 37 percent federal tax 13.3 percent california tax . depp wins must pay 40 percent lawyer nets . could pay tax unless find way deduct legal fees always possible.	-0.05788793507963419
231	2022-05-02	Finance	facebook billionaire eduardo saverin b capital halts spac plans amid market volatility . b capital investment firm led facebook cofounder eduardo saverin former bain capital executive raj ganguly pursue earlier plan launch special purpose acquisition company spac.	-0.47298672888427973
232	2022-05-02	Stock Market	behind sunpower stock 4x growth since 2018 . sunpower corporation stock price rose 4x 2018 end currently primarily due favorable changes p multiple . period company witness slight rise revenues substantial rise outstanding share count weighed company.	0.9002927243709564
233	2022-05-02	Stock Market	mondelez international stock underperformed p since 2018 . mondelez international inc. stock price rose around 1.65x 2018 end currently primarily due favorable changes p multiple . period company also witnessed slight rise revenues drop outstanding share count also supported ...	0.811339944601059
234	2022-05-02	Stock Market	ny times stock 15 percent month next . new york times stock diversified media company includes newspapers internet businesses television radio stations declined 15 percent last twenty one trading days one month currently stands around . noted broader p500 returned 7 percent fall ...	-0.637731846421957
235	2022-05-02	Stock Market	news corp stock upside . 11 percent decline last six months current price around per share believe news corp stock global diversified media information services company could see gains . nwsa stock declined around last six months largely underperforming ...	-0.08017950256665547
236	2022-05-02	Stock Market	penn stock gather investor optimism . shares penn national gaming draft kings touched pre pandemic levels despite frenzy associated sports betting igaming business u.s. 44 properties across 20 states country penn national omni channel provider conventional ...	0.2928759753704071
237	2022-05-02	Finance	crucial takeaways berkshire hathaway q1 earnings . berkshire quarterly earnings almost .5 billion fell 53 percent versus quarter 2021. operating earnings remove distortion market changes rose fractionally 0.3 percent . due share repurchases per share operating income 1q increased 4 percent versus 2021.	0.00880285973350207
238	2022-05-02	Finance	brutal market yields value seven dividend darlings including intel make buffett munger smile . buffett became billionaire applying rules value investing learned benjamin graham emphasized buying fundamentally sound companies irrationally deep discounts intrinsic value.	-0.1603308692574501
239	2022-05-02	Cryptocurrencies	fidelity new metaverse learning center doomed fail . fidelity new metaverse learning center experience comes created touch business execs trying something cool hip failing miserably.	-0.23497842997312546
240	2022-05-02	Stock Market	happening general electric stock . price general electric stock fallen 15 percent month 19 percent ytd . company recently reported q1 results better street estimates . ge total revenue .0 billion flat marginally .9 billion consensus estimate ...	-0.06946430634707212
241	2022-05-02	Stock Market	stock 4.03 percent yield sells less book . recent navi share price .89 represents price book ratio 0.8 annual dividend yield 4.03 percent comparison average stock dividend channel coverage universe yields 3.7 percent trades price book ratio 2.6	0.04275244101881981
242	2022-05-02	Finance	student loan forgiveness could qualify biden plan . need know means student loans.	0.15617306530475616
243	2022-05-02	Finance	cisco systems network rely upon . economists warn possibility impending recession investors focus putting money stocks companies enduring business models generate significant free cash flow offer attractive yield.	0.45458665024489164
244	2022-05-02	Finance	phillips 66 cash flow increases safety dividend yield . seven new stocks make safest dividend yields model portfolio month . get free look one stocks month portfolio.	0.4954576479891936
245	2022-05-02	Finance	china social media bilibili trims revenue forecast gets bump users amid lockdowns . near term financial impact covid 19 rapidly evolving difficult predict	-0.9417304396629333
246	2022-05-02	Stock Market	cme group stock topped consensus q1 buy . cme group stock lost 1 percent ytd p500 12 percent period . current price per share trading 7 percent fair value trefis estimate cme group valuation . exchange posted better expected earnings recently ...	0.23420119285583496
247	2022-05-03	Finance	get 417 monthly dividend income saved . today want show unthinkable retire seven years starting nest egg.	0.21473102271556854
248	2022-05-03	Finance	4 reasons student loans may get canceled . may get student loan cancellation.	-0.8969506621360779
249	2022-05-03	Finance	adjusting climate change clean energy tax proposals . beth viola nicole elliott holland knight llp discuss latest clean energy tax proposals likelihood passage congress.	0.054571738466620445
250	2022-05-03	Stock Market	watch ny times stock post q1 . new york times stock nyse nyt diversified media company includes newspapers internet businesses television radio stations scheduled report q1 2022 results wednesday may 4.	0.004122125916182995
251	2022-05-03	Finance	12 reasons millionaire . try avoid 12 common financial moves make even harder become millionaire . yes anyone become millionaire.	0.009235235551993052
252	2022-05-03	Finance	fight fed . support economy covid federal reserve massively increased holdings mortgages bonds totaling trillion end first quarter 2022.	0.4816275779157877
253	2022-05-03	Finance	dotdash meredith found hidden value underappreciated brands . vogel believes elements make dotdash attractive many advertisers social media sites subscription based ad services . sites simply closer customer google notes.	-0.22541508078575134
254	2022-05-03	Finance	biden hints 000 income limit student loan forgiveness . president biden administration hinted 000 income limit student loan forgiveness	-0.022136052139103413
255	2022-05-03	Finance	student loan cancellation could limited borrowers earn 000. expect student loan forgiveness limited based income.	-0.8305680155754089
256	2022-05-03	Cryptocurrencies	nft growing pains blue chip success exposes ethereum weaknesses market strengths . day yuga labs raised million selling 10 000 bored ape nfts broader market bottomed 90 percent time high.	-0.009276092052459717
257	2022-05-03	Cryptocurrencies	royal flush inside crypto exclusive gathering . dubbed crypto bahamas four day conference brought together heads state wall street veterans celebrities crypto richest.	0.019076229073107243
258	2022-05-03	Finance	bureau prisons awards program fire local unions . bureau prisons incentive bonus program meant reward go duty make agency better also meant keep morale high . closer look one institution shows plan may rewarding best people demoralizing staff.	0.2570912738641103
259	2022-05-03	Cryptocurrencies	huge 2022 ethereum price prediction comes serious bnb solana cardano avalanche polkadot warning . panel 36 industry experts returned ethereum price prediction almost 800 end 2022 double current level 800 ...	0.4447571076452732
260	2022-05-03	Cryptocurrencies	crypto price alert fed triggers stark 000 bitcoin crash warning . veteran trader warned bitcoin price could fall low 000 000 per bitcoin current price ...	-0.78182253241539
261	2022-05-03	Stock Market	starbucks stock trade higher post fiscal q2 results . overall starbucks rewards accounts 53 percent total store spending stores highest level ever increase three points fiscal q1 2021.	0.939267486333847
262	2022-05-03	Finance	joe manchin made great argument support carbon tax . goal use government policy encourage manufacturers dramatically increase supply evs carbon tax would much efficient ev credit.	0.3448554798960686
263	2022-05-03	Finance	industry driving global water crisis . investors help reverse course .. water among planet valuable resources industry food production mining apparel manufacturing high tech chronically undervalued undermanaged global freshwater.	-0.5362136512994766
264	2022-05-03	Stock Market	nio xpeng li auto chinese ev stocks bottomed tough april . nio saw deliveries april fall 5 074 units 10 000 march 7 100 units april 2021 company temporarily suspended production hefei plant.	-0.9873759150505066
265	2022-05-03	Cryptocurrencies	despite foregone million gain buffett right shun bitcoin . bitcoin 40 percent high challenge musk thiel offer real rebuttal buffett anti bitcoin argument	0.1320841796696186
266	2022-05-03	Finance	30 30 europe founders investors transforming future finance . fresh talent shaping finance investing london budapest.	0.06580641120672226
267	2022-05-03	Finance	man named spooks alibaba hk . quiet night asia china closed labor day japan constitution day many countries muslim populations eid al fitr marks end ramadan fasting.	-0.014634466730058193
268	2022-05-03	Finance	zilingo sidelines communications director amid ongoing internal accounting probe . zilingo high profile fashion technology startup backed singaporean state owned investor temasek holdings sequoia capital india sidelined communications director adding signs internal rift company amid ongoing internal accounting probe.	-0.960405021905899
269	2022-05-03	Stock Market	alibaba shares briefly plunge arrest report person named hangzhou . alibaba shares plunged much 9.4 percent tuesday morning trading hong kong following report cctv individual surnamed many investors feared cofounder jack detained.	-0.9759827852249146
270	2022-05-03	Stock Market	stocks trade may . april short sales returned 12.53 percent . may long short recommendations.	0.2872825500865777
271	2022-05-03	Finance	democrats proposed tax hike reckless solution inflation . senate majority leader chuck schumer new cure inflation raising taxes would economic malpractice epic scale.	0.10660204291343689
272	2022-05-03	Finance	blacktwitter survive elon musk billion social media takeover . since black twitter separate platform rather open secret spark change nostalgia intellectual civic discourse accountability remain new private leadership	-0.014910914935171604
273	2022-05-03	Finance	considering emerging markets bonds may preferable equities . u.s. bond market p 500 nasdaq worst start decades investors looking ways protect portfolios . emerging market bonds offer potential outperform us bonds.	0.2583877742290497
274	2022-05-03	Stock Market	streaming headwinds opportunity buy disney stock . disney seen negative news flow recent weeks relating spat florida lawmakers controversial law much stock correction appears driven apparent concerns disney streaming business following netflix tough q1 earnings.	-0.5451778247952461
275	2022-05-03	Finance	expect cvs health q1 . company expects 70 percent 80 percent cut covid 19 vaccine volume 40 percent 50 percent decline store diagnostic testing volume full year 2022.	-0.47547710919752717
276	2022-05-03	Finance	defining next generation esg investing . clear importance esg issues longer prerogative socially conscious seeking top financial returns well.	0.350997943431139
277	2022-05-03	Finance	roth strategies high earners business owners . roth iras beneficial . many higher earning americans contributions roth iras may reach due irs limits contributions individual roth iras higher income levels . ways higher earning americans still access roth ira.	0.2179069872945547
278	2022-05-03	Finance	biden cancels million student loans 28 000 borrowers . president biden continued surgical approach student loan forgiveness discharging million loans 28 000 borrowers defunct profit cosmetology school.	-0.28180769085884094
279	2022-05-03	Stock Market	stryker stock see higher levels . company management expects full year sales rise higher end guided range 6 percent 8 percent expects adjusted eps toward lower end guided range .60 .00.	0.9105231165885925
280	2022-05-03	Finance	nearly million borrowers get student loan forgiveness says biden coming . president biden touted student loan forgiveness initiatives benefit hundreds thousands borrowers even indicated considering cancelling student debt.	0.39676617085933685
281	2022-05-03	Stock Market	meta platforms stock 38 percent ytd attractive . fb stock currently trading around per share 34 percent fair value trefis estimate meta platforms valuation.	0.536093033850193
282	2022-05-03	Finance	biden canceled student loans cancel student debt . student loans get cancelled	-0.765174150466919
283	2022-05-04	Cryptocurrencies	gamefi another crypto investor boondoggle . gamefi tokens like axie infinity deep bear market . investor sentiment swipe play earn blockchain gamer market growing fast.	0.03318087322016557
284	2022-05-04	Finance	earnings preview expect crocs thursday . crocs inc. scheduled report earnings thursday open . closer look.	-0.029214063038428623
285	2022-05-04	Finance	student loan forgiveness education department launches appeal process public service borrowers . biden administration finally launched formal appeal reconsideration process borrowers denied student loan forgiveness key program people working public service careers . details.	-0.03847896369795004
286	2022-05-04	Cryptocurrencies	crypto winter nfts 92 percent opensea installs 94 percent veve 99 percent crypto apps 64 percent . value collectibles driven rarity true rarity...rare . design . beeple groups like bored ape yacht club started raking multi millions jpegs gifs everyone dog piled nft market.	0.004938508849591017
287	2022-05-04	Finance	biden cancel student loans already paid . student loan cancellation already paid student loans.	-0.8530969321727753
288	2022-05-04	Finance	take 401 k hardship withdrawal . make sense pull money 401 k emergencies pros cons.	0.01858377829194069
289	2022-05-04	Finance	earnings preview expect shopify thursday . shopify inc. scheduled report earnings . closer look.	0.004500342532992363
290	2022-05-04	Finance	dow jumps 900 points federal reserve hikes interest rates half percentage point . markets surged higher widely anticipated rate hike federal reserve.	0.23381198570132256
291	2022-05-04	Cryptocurrencies	coinbase ceo issues stunning crypto prediction price bitcoin ethereum suddenly soar . brian armstrong chief executive major bitcoin crypto exchange coinbase predicted massive influx crypto users coming decade ...	0.335187628865242
292	2022-05-04	Stock Market	finding value stocks trading discount . value investors seek stocks priced attractively relative measure intrinsic worth instance look stocks selling temporarily low multiples price relative book value cash flow earnings sales.	0.07153789885342121
293	2022-05-04	Stock Market	prepare summer travel three hotel stocks . summer around corner travel returning normal consider hotel stocks hilton worldwide marriott international wyndham hotels resorts	0.031235081143677235
294	2022-05-04	Finance	strategies tips improve life late retirement disability . lives change retirement often means dealing onset limitations . steps prepare advance.	-0.0050557858000199
295	2022-05-04	Finance	biden power cancel student loans every federal borrower attorneys general say . attorneys general say president biden legal authority enact wide scale student loan cancellation.	-0.5332880094647408
296	2022-05-04	Finance	update hurn cvs may 4. huron consulting hurn gained 7 percent today reporting favorable quarterly results yet close market yesterday . indeed driven continued strong growth across three operating segments q1 revenues climbed 28.0 percent year year .0 million ...	0.9771880209445953
297	2022-05-04	Cryptocurrencies	bitcoin trailblazer raises capital create interplanetary cryptocurrency . ledgerx founding ceo paul chou building sale company created ftx creating new kind cryptocurrency foundation coin spent earth moon mars beyond.	0.2903149724006653
298	2022-05-04	Finance	space economy solar system needs currency . united states alone u.s. chamber commerce estimates billion invested private space economy past ten years nearly third billion came first three quarters last year alone.	0.04332043416798115
299	2022-05-04	Stock Market	moderna stock jumps nearly 6 percent vaccine sales triple last year . shares moved lower despite strong earnings results vaccine maker.	-0.028933227062225342
300	2022-05-04	Stock Market	several reasons target cooling steel stock . shares united states steel x losing steam past month could soon stage comeback.	-0.4361434536986053
301	2022-05-04	Finance	warren buffett says crytpo produce anything . warren buffett shared opinions crypto . means investors curious crypto.	0.01268419592330853
302	2022-05-04	Stock Market	fed authorizes biggest interest rate hike 22 years fight inflation amid violent stock selloff . federal reserve wednesday raised interest rates 50 basis points since may 2000.	0.21992812305688858
303	2022-05-04	Stock Market	happening novavax stock . covid 19 vaccine developer novavax stock nasdaq nvax rough 2022 far remaining almost 60 percent year date.	0.027435568161308765
304	2022-05-04	Stock Market	internet stocks clipped hong kong mainland markets reopen tomorrow . asian equities mixed mostly lower overnight hong kong significant laggard mainland china closed.	-0.4239517115056515
305	2022-05-04	Finance	meta makes first asia investment mental health startup million seed round . asian mental wellness pioneer singapore jakarta based ami seeks change narratives company well region investors see benefits.	0.36573224514722824
306	2022-05-04	Finance	widjaja family golden energy resources completes .2 billion acquisition bhp australian coal mines . golden energy resources controlled widjaja family completed acquisition 80 percent stake coal miner bhp mitsui coal .2 billion according filing singapore stock exchange tuesday.	0.07464072480797768
307	2022-05-04	Finance	meet mark zuckerberg harvard classmate trying build global startup factory . investing hundreds startups earliest stages targeting overlooked markets magnus grimeland antler putting twist entrepreneurial dream.	0.04838164523243904
308	2022-05-04	Stock Market	fintech stocks tumbled . next . theme fintech stocks includes digital payments lending players card networks insurance technology players tough 2022 declining 25 percent year date marginally underperforming nasdaq 100 remains 21 percent period.	-0.6547413201381763
309	2022-05-04	Cryptocurrencies	revolutionize wall street billion giant pushes nfts price ethereum bitcoin bnb xrp solana cardano dogecoin soar . nft market scored landmark achievement . one world largest asset managers releasing first ever institutional nft . meanwhile price ethereum bitcoin bnb xrp solana cardano dogecoin tick higher.	0.5492748427204788
310	2022-05-04	Finance	russia natural gas leverage last much longer . renewable energy new geopolitical battle front new book says . russia eu battle gas payments supply case point.	0.0985750878850619
311	2022-05-04	Finance	booking holdings trade higher post q1 results . booking holdings derives majority revenue european market undertaken series economic measures response russia invasion ukraine.	0.5252682268619537
312	2022-05-04	Finance	biden cancels student loans must address 5 things . 5 things know student loans.	-0.007804869208484888
313	2022-05-04	Finance	forbes asia 100 watch 2022 nominations open . september 2022 forbes asia recognize small companies startups rise second edition 100 watch list.	0.05391450598835945
314	2022-05-04	Stock Market	benefits staying invested even stocks . running sidelines today market environment could result significantly lower long term returns	-0.4124513864517212
315	2022-05-04	Finance	paris hilton snoop dogg animated bored apes technology could mean brands . jenkins robbins secured strategic investment nft entrepreneur gmoney zoom founder eric yuan billionaire investor mark cuban tony robbins pitbull paris hilton.	-0.010792102664709091
316	2022-05-04	Finance	inflation theme fare big rate hikes loom . outperformance driven surging prices u.s. inflation hitting fresh 40 year highs around 8.5 percent march amid continued supply side constraints following covid 19 reopening tight labor market impacts russian invasion ukraine resulted surging e ...	-0.47412972897291183
317	2022-05-04	Finance	student loan forgiveness benefits loan cancellation . student loan cancellation would provide substantial relief millions borrowers would also help narrow racial wealth gap advance racial equity according new analysis released senator elizabeth warren.	-0.36823664605617523
318	2022-05-04	Stock Market	ex dividend reminder apple national instruments texas instruments . 5 6 22 apple national instruments texas instruments trade ex dividend respective upcoming dividends.	0.00311078317463398
319	2022-05-04	Finance	3 reits hidden inflation hedges yields 8.4 percent . let fall love dividend stocks big mistake dumpster fire year like 2022.	-0.05918694660067558
320	2022-05-04	Finance	weaponizing tax treaties time get tough russia cyprus . david morse coalition prosperous america martin a. sullivan tax notes discuss united states tax response russia invasion ukraine.	-0.029286116361618042
321	2022-05-04	Cryptocurrencies	sanctioning russia blockchain following money network otc providers . unlike west russia vast amount pawnshop like counter providers allow customers cash crypto cash little regulatory oversight . system easily adopted sanction circumvention might investigated legislators.	0.005677536750833194
322	2022-05-04	Stock Market	better pick coca cola stock . look stock returns coca cola 16 percent growth much better 7 percent change home depot last twelve months.	0.4987122416496277
323	2022-05-05	Finance	bank financial inclusion benefit individuals banks credit unions . bank pretty simple concept certified safe bank accounts 3.8 million participants across u.s.	-0.0756886824965477
324	2022-05-05	Cryptocurrencies	week credit card news inflation driving credit card use california embraces cryptocurrency . took place week credit card payment industries	0.05072926031425595
325	2022-05-05	Stock Market	relative strength alert amazon.com . trading thursday shares amazon.com entered oversold territory hitting rsi reading 25.6 changing hands low per share.	-0.48713430436328053
326	2022-05-05	Finance	ongoing saga musk twitter gamble . musk took massive step forward april 24 winning board approval proposed cash takeover .20 per share.	0.26155010610818863
327	2022-05-05	Finance	mainland china gains reopen economic daily editorial marks shift regulatory tone . asian equities mixed though mostly lower overnight failing follow us equities higher hong kong underperformed . mainland china markets reopened outperformance.	-0.63567982117335
328	2022-05-05	Finance	tech casualty shorts . short shopify teledoc docusign.	-0.40680304262787104
329	2022-05-05	Finance	employee ownership wall street agrees ownership works . new organization ownership works established wall street private equity pension funds companies nonprofits others encourage companies embrace employee stock ownership esp . low income workers . expect strong congressional support commonsense idea.	0.020043835509568453
330	2022-05-05	Cryptocurrencies	cartoons video games evolved bitcoin nfts . humans like create images starting cave paintings . came prints cartoons finally video gaming major occupation good fraction world population . short step video games bitcoin nft.	0.008537581306882203
331	2022-05-05	Stock Market	update ezpw hngr otex tpc may 5. shares ezcorp ezpw bucked today brutal market sell rising 8 percent following release quarterly results last night . total revenue q2 fiscal 2022 climbed 16.8 percent year year .0 million much higher average level pawn loans outstanding plo ...	0.9758382737636566
332	2022-05-05	Stock Market	technicals point stock market carnage ahead . trying predict bottom like catching falling pitchfork says stock market pundit jim stack especially federal reserve efforts combat inflation beginning.	-0.43358130753040314
333	2022-05-05	Stock Market	expect armour stock post transition quarter . armour nyse ua sports equipment company manufactures footwear sports casual apparel scheduled report fiscal first quarter transition quarter results friday may 6.	-0.004200785420835018
334	2022-05-05	Stock Market	sell stocks market tanks myth missing best 10 days . well worn myth investing miss best 10 days market significantly lower returns invested time . somewhat absurd also ignores people feel risk.	-0.5614383655289809
335	2022-05-05	Cryptocurrencies	billion crypto crash sends price bitcoin ethereum xrp luna solana cardano avalanche free fall . bitcoin ethereum major cryptocurrencies suddenly crashed wiping around billion combined crypto market mere minutes ...	-0.4212390184402466
336	2022-05-05	Stock Market	stock market panic . safety first rush powerful move	-0.42429620772600174
